locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
1011,12/17/2014 16:00,0.81,1011,0.79,,,,,
1012,12/17/2014 16:00,0.83,1012,1.07,,,,,
1013,12/17/2014 16:00,2.96,1013,0.82,,,,,
1014,12/17/2014 16:00,1.49,1014,1.2,,,,,
1016,12/17/2014 16:00,0.95,1016,2.17,,,,,
1065,12/17/2014 16:00,0.18,1065,1.58,,,,,
1067,12/17/2014 17:00,0.21,1067,0.25,,,,,
1071,12/18/2014 00:00,0,1071,0.04,,,,,
1075,12/18/2014 08:00,0.38,1075,0.04,,,,,
1051,12/18/2014 09:00,0.8,1051,0.94,,,,,
1077,12/18/2014 09:00,0.97,1077,0.97,,,,,
1072,12/18/2014 10:00,3.4,1072,0.63,,,,,
1076,12/18/2014 10:00,4.47,1076,0.58,,,,,
1078,12/18/2014 10:00,0.93,1078,0.92,,,,,
1070,12/18/2014 11:00,0.28,1070,0.38,,,,,
1073,12/18/2014 11:00,0.63,1073,0.55,,,,,
1049,12/18/2014 12:00,0.89,1049,1.25,,,,,
1058,12/31/2014 00:00,0.53,1058,1.13,,,,,
1060,12/31/2014 00:00,0.55,1060,0.97,,,,,
1060,02/13/2015 00:00,0.38,1060,0.97,,,,,
32,03/02/2015 13:05,1428.65,PW12,2.31,Hugh Hurlow,,,,
21,03/02/2015 14:10,41.24,PW07MX,3.39,Hugh Hurlow,,,,
19,03/02/2015 14:11,46.58,PW07A,1.6,Hugh Hurlow,,,,
20,03/02/2015 14:20,48.79,PW07B,1.85,Hugh Hurlow,,,,
22,03/02/2015 15:06,101.94,PW08A,1.28,Hugh Hurlow,,,,
23,03/02/2015 15:08,101.59,PW08B,1.81,Hugh Hurlow,,,,
30,03/02/2015 15:25,210.36,PW11D,2.06,Hugh Hurlow,,,,
31,03/02/2015 15:28,210.26,PW11E,2.03,Hugh Hurlow,,,,
5050,03/02/2015 15:33,216.69,,,Hugh Hurlow,,,,
28,03/02/2015 15:39,215.39,PW11B,1.26,Hugh Hurlow,,,,
29,03/02/2015 15:42,214.95,PW11C,1.04,Hugh Hurlow,,,,
72,03/02/2015 16:01,7.7,Needle Point BLM,1.9,Hugh Hurlow,,,,
57,03/02/2015 16:03,8.62,SG23B,2.43,Hugh Hurlow,,,,
71,03/02/2015 16:31,71.46,Snake Valley South MX,2.15,Hugh Hurlow,,,,
4,03/02/2015 16:43,30.72,PW02A,1.43,Hugh Hurlow,,,,
5,03/02/2015 16:45,29.72,PW02B,1.41,Hugh Hurlow,,,,
40,03/02/2015 17:04,20.88,AG16A,1.98,Hugh Hurlow,,,,
41,03/02/2015 17:08,19.08,AG16B,1.09,Hugh Hurlow,,,,
42,03/02/2015 17:09,17.05,AG16C,1.69,Hugh Hurlow,,,,
9,03/03/2015 09:27,592.92,PW04A,2.02,Hugh Hurlow,,,,
10,03/03/2015 09:30,592.64,PW04B,1.71,Hugh Hurlow,,,,
39,03/03/2015 10:16,82.86,AG15,1.56,Hugh Hurlow,,,,
1,03/03/2015 11:18,101.97,PW01A,2.58,Hugh Hurlow,,,,
2,03/03/2015 11:20,101.97,PW01B,2.28,Hugh Hurlow,,,,
3,03/03/2015 11:22,123.1,PW01C,2.18,Hugh Hurlow,,,,
34,03/03/2015 11:35,72.04,AG13B,1.47,Hugh Hurlow,,,,
35,03/03/2015 11:37,72.8,AG13C,1.95,Hugh Hurlow,,,,
33,03/03/2015 11:40,70.59,AG13A,1.34,Hugh Hurlow,,,,
11,03/03/2015 12:05,56.64,PW05A,1.86,Hugh Hurlow,,,,
12,03/03/2015 12:07,41.31,PW05B,1.63,Hugh Hurlow,,,,
13,03/03/2015 12:08,39.82,PW05C,1.39,Hugh Hurlow,,,,
74,03/03/2015 12:30,45.98,Baker Creek,0.79,Hugh Hurlow,,,,
36,03/03/2015 12:40,29.38,AG14A,1.57,Hugh Hurlow,,,,
37,03/03/2015 12:43,27.84,AG14B,0.84,Hugh Hurlow,,,,
38,03/03/2015 12:44,22.15,AG14C,0.46,Hugh Hurlow,,,,
73,03/03/2015 13:03,80.41,Eskdale MX,4.19,Hugh Hurlow,,,,
25,03/03/2015 13:13,178.71,PW09B,1,Hugh Hurlow,,,,
24,03/03/2015 13:15,178.3,PW09A,1.09,Hugh Hurlow,,,,
14,03/03/2015 13:35,109.63,PW06A,1.12,Hugh Hurlow,,,,
15,03/03/2015 13:37,109.32,PW06B,1.04,Hugh Hurlow,,,,
16,03/03/2015 13:39,109.07,PW06C,0.75,Hugh Hurlow,,,,
17,03/03/2015 13:43,109.98,PW06D,1.71,Hugh Hurlow,,,,
18,03/03/2015 14:08,83.63,PW06MX,0.39,Hugh Hurlow,,,,
69,03/03/2015 14:43,42.92,Twin Springs MX,0.21,Hugh Hurlow,,,,
60,03/03/2015 14:52,1.57,SG24C,1.91,Hugh Hurlow,,,,
59,03/03/2015 14:56,3.07,SG24B,1.78,Hugh Hurlow,,,,
58,03/03/2015 14:59,5.09,SG24A,3.02,Hugh Hurlow,,,,
68,03/03/2015 15:20,5.92,SG27,2.06,Hugh Hurlow,,,,
70,03/03/2015 16:51,22.04,Snake Valley North MX,2.13,Hugh Hurlow,,,,
65,03/04/2015 08:12,4.13,SG26A,2.22,Hugh Hurlow,,,,
61,03/04/2015 08:56,4.66,SG25A,2.1,Hugh Hurlow,,,,
62,03/04/2015 08:58,4.73,SG25B,2.22,Hugh Hurlow,,,,
63,03/04/2015 08:59,1.85,SG25C,2.16,Hugh Hurlow,,,,
64,03/04/2015 09:12,8.67,SG25D,2.32,Hugh Hurlow,,,,
47,03/04/2015 10:10,756.95,PW18,0.97,Hugh Hurlow,,,,
51,03/04/2015 11:32,293.48,PW20,0.93,Hugh Hurlow,,,,
44,03/04/2015 12:09,84.06,PW17B,2.01,Hugh Hurlow,,,,
46,03/04/2015 12:23,149.99,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
43,03/04/2015 12:35,84.59,PW17A,1.79,Hugh Hurlow,,,,
45,03/04/2015 12:40,84.28,PW17C,2.01,Hugh Hurlow,,,,
75,03/04/2015 14:05,54.49,Central Tule MX,3.11,Hugh Hurlow,,,,
26,03/04/2015 14:36,541.59,PW10A,1.89,Hugh Hurlow,,,,
27,03/04/2015 14:42,520.83,PW10B,2.07,Hugh Hurlow,,,,
6,03/04/2015 17:24,210.58,PW03A,2.2,Hugh Hurlow,,,,
7,03/04/2015 17:27,204.32,PW03B,1.85,Hugh Hurlow,,,,
5051,03/04/2015 17:33,191.1,#N/A,,Hugh Hurlow,,,,
8,03/04/2015 17:38,182.2,PW03Z,1.74,Hugh Hurlow,,,,
136,03/05/2015 09:27,57.81,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,03/05/2015 10:43,7.82,SG21A,2.43,Hugh Hurlow,,,,
53,03/05/2015 10:45,7.87,SG21B,2.36,Hugh Hurlow,,,,
54,03/05/2015 10:47,4.98,SG21C,2.51,Hugh Hurlow,,,,
55,03/05/2015 11:02,5.48,SG22A,2.83,Hugh Hurlow,,,,
56,03/05/2015 11:08,-2.04,SG22B,3.26,Hugh Hurlow,,,,
48,03/05/2015 11:55,197.86,PW19A,2.17,Hugh Hurlow,,,,
50,03/05/2015 11:59,198.23,PW19C,2.46,Hugh Hurlow,,,,
49,03/05/2015 12:32,195.25,PW19B,1.69,Hugh Hurlow,,,,
1090,03/23/2015 10:00,1.03,1090,2.06,Hugh Hurlow,,,,
7001,03/23/2015 14:16,203.25,F3-06,0.4,Hugh Hurlow,,,,
7001,03/30/2015 08:30,203.21,F3-06,0.4,Hugh Hurlow,,,,
2001,05/18/2015 10:40,0.33,2001,0.69,,,,,
2002,05/18/2015 11:10,0.29,2002,2.23,,,,,
2003,05/18/2015 11:30,0.6,2003,0.44,,,,,
3001,05/18/2015 14:00,1.4,3001,1.63,,,,,
3002,05/18/2015 14:28,0.46,3002,0.81,,,,,
3003,05/18/2015 14:42,1.07,3003,1.46,,,,,
1049,05/19/2015 10:06,0.83,1049,1.17,,,,,
1070,05/19/2015 10:25,0.3,1070,0.33,,,,,
1072,05/19/2015 11:42,2.83,1072,0.69,,,,,
1073,05/19/2015 12:16,0.55,1073,0.71,,,,,
1076,05/19/2015 13:30,4,1076,0.58,,,,,
1075,05/19/2015 14:00,0.2,1075,0.38,,,,,
1051,05/19/2015 14:30,0.89,1051,0.8,,,,,
1077,05/19/2015 14:40,0.91,1077,1,,,,,
1078,05/19/2015 15:05,1.07,1078,0.88,,,,,
1004,05/20/2015 03:13,1.36,1004,1.38,,,,,
1003,05/20/2015 03:29,0.79,1003,1.07,,,,,
1010,05/20/2015 03:40,2.16,1010,1.17,,,,,
1008,05/20/2015 03:46,1.09,1008,1.19,,,,,
1006,05/20/2015 04:01,0.76,1006,1.11,,,,,
1038,05/20/2015 08:13,2.52,1038,2.15,,,,,
1037,05/20/2015 08:15,1.31,1037,1.44,,,,,
1021,05/20/2015 08:25,3.38,1021,0.84,,,,,
1022,05/20/2015 08:40,1.49,1022,0.96,,,,,
1023,05/20/2015 08:50,1.39,1023,1.28,,,,,
1040,05/20/2015 08:58,3.55,1040,0.57,,,,,
1041,05/20/2015 09:10,1.92,1041,0.75,,,,,
1025,05/20/2015 09:30,3.08,1025,0.82,,,,,
1026,05/20/2015 09:38,0.78,1026,1,,,,,
1024,05/20/2015 09:45,2.01,1024,0.78,,,,,
1057,05/20/2015 10:47,0.97,1057,1.21,,,,,
1056,05/20/2015 10:56,1.05,1056,0.92,,,,,
1055,05/20/2015 11:13,0.72,1055,1.07,,,,,
1054,05/20/2015 11:24,0.49,1054,0.53,,,,,
1053,05/20/2015 11:36,0.5,1053,0.83,,,,,
1052,05/20/2015 11:46,0.43,1052,0.81,,,,,
1046,05/20/2015 12:15,0.94,1046,1.04,,,,,
1039,05/20/2015 12:26,2.5,1039,0.17,,,,,
1045,05/20/2015 12:34,0.73,1045,0.82,,,,,
1044,05/20/2015 12:50,0.49,1044,0.56,,,,,
1043,05/20/2015 12:58,1.09,1043,1.17,,,,,
1042,05/20/2015 13:05,0.38,1042,1.15,,,,,
1002,05/20/2015 15:00,2.06,1002,0.89,,,,,
1005,05/20/2015 15:00,1.88,1005,1.03,,,,,
1009,05/20/2015 15:00,1.25,1009,0.96,,,,,
1001,05/20/2015 15:25,1.3,1001,1.32,,,,,
1007,05/20/2015 16:09,1.02,1007,1.78,,,,,
1035,05/21/2015 09:17,-0.24,1035,0.58,,,,,
1033,05/21/2015 09:23,-0.07,1033,1.85,,,,,
1036,05/21/2015 09:39,1.45,1036,1.04,,,,,
1028,05/21/2015 09:57,0.41,1028,0.69,,,,,
1029,05/21/2015 10:02,1.07,1029,0.83,,,,,
1030,05/21/2015 10:08,0.99,1030,1.08,,,,,
1031,05/21/2015 10:14,0.38,1031,0.96,,,,,
1090,05/21/2015 11:44,1.03,1090,1.85,,,,,
1092,05/21/2015 12:22,1.05,1092,1.56,,,,,
1093,05/21/2015 15:13,0.56,1093,1,,,,,
1094,05/21/2015 15:28,0.72,1094,0.86,,,,,
1098,05/21/2015 15:37,0.81,1098,0.67,,,,,
1096,05/21/2015 15:52,0.77,1096,1.23,,,,,
1097,05/21/2015 15:59,0.82,1097,1.17,,,,,
1095,05/21/2015 16:13,0.42,1095,0.79,,,,,
1060,05/22/2015 08:48,0.53,1060,1.06,,,,,
1081,05/22/2015 09:10,0.09,1081,0.68,,,,,
1079,06/06/2015 09:05,0.82,1079,0.88,,,,,
1080,06/06/2015 09:35,1.2,1080,0.26,,,,,
1067,06/06/2015 12:08,0.22,1067,0.04,,,,,
1070,06/06/2015 12:08,0.22,1070,0.04,,,,,
1065,06/06/2015 12:11,-0.19,1065,1.58,,,,,
1068,06/06/2015 12:20,0.17,1068,1.32,,,,,
1013,06/06/2015 12:48,3.07,1013,0.73,,,,,
1015,06/06/2015 13:00,2.38,1015,0.8,,,,,
1016,06/06/2015 13:15,1.14,1016,1.9,,,,,
1018,06/06/2015 13:25,0.7,1018,0.71,,,,,
1063,06/06/2015 13:40,1.5,1063,0.54,,,,,
1069,06/06/2015 13:45,-0.5,1069,0.54,,,,,
1020,06/06/2015 14:10,2.04,1020,0.65,,,,,
1012,06/06/2015 14:15,0.88,1012,1.1,,,,,
1019,06/06/2015 14:20,0.69,1019,1.03,,,,,
1011,06/06/2015 14:21,0.83,1011,0.8,,,,,
1014,06/06/2015 14:26,1.5,1014,1.11,,,,,
7001,06/16/2015 10:35,203.77,F3-06,0.4,,,,,
21,06/23/2015 14:47,41.35,PW07MX,3.39,Stefan Kirby,,,,
20,06/23/2015 14:51,48.54,PW07B,1.85,Stefan Kirby,,,,
19,06/23/2015 14:53,46.77,PW07A,1.6,Stefan Kirby,,,,
23,06/23/2015 15:50,101.97,PW08B,1.81,Stefan Kirby,,,,
22,06/23/2015 15:54,102.3,PW08A,1.28,Stefan Kirby,,,,
30,06/23/2015 16:15,210.44,PW11D,2.06,Stefan Kirby,,,,
31,06/23/2015 16:17,210.33,PW11E,2.03,Stefan Kirby,,,,
28,06/23/2015 16:21,215.52,PW11B,1.26,Stefan Kirby,,,,
29,06/23/2015 16:25,215.05,PW11C,1.04,Stefan Kirby,,,,
72,06/23/2015 16:52,8.42,Needle Point BLM,1.9,Stefan Kirby,,,,
57,06/23/2015 16:58,9.35,SG23B,2.43,Stefan Kirby,,,,
71,06/23/2015 17:12,71.47,Snake Valley South MX,2.15,Stefan Kirby,,,,
4,06/23/2015 17:28,31.32,PW02A,1.43,Stefan Kirby,,,,
5,06/23/2015 17:31,30.56,PW02B,1.41,Stefan Kirby,,,,
41,06/23/2015 17:52,28.71,AG16B,1.09,Stefan Kirby,,,,
42,06/23/2015 17:54,16.96,AG16C,1.69,Stefan Kirby,,,,
40,06/23/2015 18:01,21.86,AG16A,1.98,Stefan Kirby,,,,
1,06/24/2015 07:21,104.59,PW01A,2.58,Stefan Kirby,,,,
2,06/24/2015 07:32,105.59,PW01B,2.28,Stefan Kirby,,,,
3,06/24/2015 07:38,122.93,PW01C,2.18,Stefan Kirby,,,,
39,06/24/2015 09:14,83.51,AG15,1.56,Stefan Kirby,,,,
9,06/24/2015 09:48,592.91,PW04A,2.02,Stefan Kirby,,,,
10,06/24/2015 09:58,592.7,PW04B,1.71,Stefan Kirby,,,,
33,06/24/2015 11:00,74.24,AG13A,1.34,Stefan Kirby,,,,
34,06/24/2015 11:03,82.42,AG13B,1.47,Stefan Kirby,,,,
35,06/24/2015 11:05,84.1,AG13C,1.95,Stefan Kirby,,,,
11,06/24/2015 11:21,56.86,PW05A,1.86,Stefan Kirby,,,,
12,06/24/2015 11:24,41.57,PW05B,1.63,Stefan Kirby,,,,
13,06/24/2015 11:26,40.14,PW05C,1.39,Stefan Kirby,,,,
38,06/24/2015 11:56,22.78,AG14C,0.46,Stefan Kirby,,,,
36,06/24/2015 11:58,29.71,AG14A,1.57,Stefan Kirby,,,,
37,06/24/2015 12:02,28.41,AG14B,0.84,Stefan Kirby,,,,
73,06/24/2015 12:13,80.65,Eskdale MX,4.19,Stefan Kirby,,,,
25,06/24/2015 12:25,178.86,PW09B,1,Stefan Kirby,,,,
24,06/24/2015 12:32,178.39,PW09A,1.09,Stefan Kirby,,,,
14,06/24/2015 13:01,109.62,PW06A,1.12,Stefan Kirby,,,,
15,06/24/2015 13:03,109.37,PW06B,1.04,Stefan Kirby,,,,
16,06/24/2015 13:05,109.11,PW06C,0.75,Stefan Kirby,,,,
17,06/24/2015 13:07,109.98,PW06D,1.71,Stefan Kirby,,,,
18,06/24/2015 13:18,83.59,PW06MX,0.39,Stefan Kirby,,,,
69,06/24/2015 14:13,43.05,Twin Springs MX,0.21,Stefan Kirby,,,,
60,06/24/2015 14:21,1.44,SG24C,1.91,Stefan Kirby,,,,
59,06/24/2015 14:22,3.02,SG24B,1.78,Stefan Kirby,,,,
58,06/24/2015 14:24,5.24,SG24A,3.02,Stefan Kirby,,,,
68,06/24/2015 15:03,6.06,SG27,2.06,Stefan Kirby,,,,
65,06/24/2015 15:43,4.92,SG26A,2.22,Stefan Kirby,,,,
66,06/24/2015 15:44,1.99,SG26B,2.74,Stefan Kirby,,,,
67,06/24/2015 15:46,1.78,SG26C,3.56,Stefan Kirby,,,,
61,06/24/2015 16:12,5.04,SG25A,2.1,Stefan Kirby,,,,
63,06/24/2015 16:13,2.05,SG25C,2.16,Stefan Kirby,,,,
62,06/24/2015 16:14,4.98,SG25B,2.22,Stefan Kirby,,,,
64,06/24/2015 16:43,8.98,SG25D,2.32,Stefan Kirby,,,,
70,06/24/2015 17:41,22.51,Snake Valley North MX,2.13,Stefan Kirby,,,,
6,06/24/2015 18:23,211.26,PW03A,2.2,Stefan Kirby,,,,
7,06/24/2015 18:28,204.92,PW03B,1.85,Stefan Kirby,,,,
8,06/24/2015 18:36,182.91,PW03Z,1.74,Stefan Kirby,,,,
47,06/25/2015 11:35,756.92,PW18,0.97,Stefan Kirby,,,,
51,06/25/2015 12:24,293.45,PW20,0.93,Stefan Kirby,,,,
46,06/25/2015 13:14,149.95,Coyote Knolls MX,3.52,Stefan Kirby,,,,
43,06/25/2015 13:25,84.6,PW17A,1.79,Stefan Kirby,,,,
44,06/25/2015 13:28,84.01,PW17B,2.01,Stefan Kirby,,,,
45,06/25/2015 13:31,84.26,PW17C,2.01,Stefan Kirby,,,,
75,06/25/2015 14:45,54.54,Central Tule MX,3.11,Stefan Kirby,,,,
27,06/25/2015 15:15,520.85,PW10B,2.07,Stefan Kirby,,,,
26,06/25/2015 15:22,541.63,PW10A,1.89,Stefan Kirby,,,,
136,06/26/2015 08:37,58.91,Callao Agricultural Well,0.69,Stefan Kirby,,,,
53,06/26/2015 11:07,7.78,SG21B,2.36,Stefan Kirby,,,,
54,06/26/2015 11:09,4.92,SG21C,2.51,Stefan Kirby,,,,
52,06/26/2015 11:10,7.88,SG21A,2.43,Stefan Kirby,,,,
55,06/26/2015 11:23,5.08,SG22A,2.83,Stefan Kirby,,,,
56,06/26/2015 11:41,-2.02,SG22B,3.26,Stefan Kirby,,,,
48,06/26/2015 12:29,197.82,PW19A,2.17,Stefan Kirby,,,,
50,06/26/2015 12:34,198.18,PW19C,2.46,Stefan Kirby,,,,
49,06/26/2015 12:41,195.18,PW19B,1.69,Stefan Kirby,,,,
7001,07/07/2015 10:58,203.87,F3-06,0.4,,,,,
1090,07/27/2015 17:00,1.12,1090,2.06,,,,,
7001,08/04/2015 10:58,204.09,F3-06,0.4,,,,,
7001,09/01/2015 10:51,204.32,F3-06,0.4,,,,,
1091,09/24/2015 00:00,3.92,1091,1.52,,,,,
1094,09/24/2015 00:00,0.92,1094,0.86,,,,,
1098,09/24/2015 00:00,1.56,1098,0.98,,,,,
1090,09/24/2015 18:50,1.12,1090,1.7,,,,,
1092,09/24/2015 19:41,1.32,1092,1.56,,,,,
1093,09/24/2015 20:15,4.23,1093,1,,,,,
1096,09/24/2015 20:25,0.74,1096,0.98,,,,,
1097,09/24/2015 20:35,3.81,1097,1.17,,,,,
1019,09/25/2015 00:00,1.04,1019,1.13,,,,,
1033,09/25/2015 00:00,5.4,1033,1.63,,,,,
1035,09/25/2015 00:00,1.58,1035,0.58,,,,,
1036,09/25/2015 00:00,2,1036,1.04,,,,,
1029,09/25/2015 10:00,2.07,1029,0.83,,,,,
1030,09/25/2015 10:05,1.02,1030,1.13,,,,,
1031,09/25/2015 10:19,0.98,1031,0.92,,,,,
1067,09/25/2015 11:45,3.25,1067,0.04,,,,,
1065,09/25/2015 11:55,0.43,1065,1.58,,,,,
1012,09/25/2015 12:15,0.86,1012,1.1,,,,,
1011,09/25/2015 12:20,0.87,1011,0.8,,,,,
1014,09/25/2015 12:30,2.13,1014,1.15,,,,,
1068,09/25/2015 12:40,3.76,1068,0.86,,,,,
1015,09/25/2015 12:57,3.42,1015,0.9,,,,,
1016,09/25/2015 13:10,2.12,1016,2.32,,,,,
1018,09/25/2015 13:20,1.21,1018,0.69,,,,,
1066,09/25/2015 13:30,0.63,1066,0.81,,,,,
1063,09/25/2015 13:40,2.76,1063,0.75,,,,,
1069,09/25/2015 13:45,0.58,1069,0.73,,,,,
1020,09/25/2015 14:05,2.41,1020,0.69,,,,,
1028,09/25/2015 23:51,1.35,1028,0.67,,,,,
7001,10/08/2015 09:34,204.7,F3-06,0.4,,,,,
1051,10/26/2015 00:00,0.57,1051,0.73,,,,,
1077,10/26/2015 00:00,1.29,1077,1.07,,,,,
2002,10/26/2015 09:00,1.27,2002,2.23,,,,,
2003,10/26/2015 09:00,1.09,2003,0.69,,,,,
3001,10/26/2015 10:00,1.43,3001,1.88,,,,,
3002,10/26/2015 10:00,0.47,3002,1.02,,,,,
3003,10/26/2015 10:00,1.07,3003,1.67,,,,,
2001,10/26/2015 10:10,0.22,2001,0.65,,,,,
1075,10/26/2015 15:20,0.88,1075,0.46,,,,,
1078,10/26/2015 15:35,1.67,1078,0.92,,,,,
1076,10/26/2015 16:20,3.13,1076,0.6,,,,,
1072,10/26/2015 17:00,3.63,1072,0.63,,,,,
1073,10/26/2015 17:24,1.58,1073,0.73,,,,,
1070,10/26/2015 17:45,0.3,1070,0.33,,,,,
1049,10/26/2015 17:49,1.14,1049,1.09,,,,,
2002,10/27/2015 10:20,1.27,2002,2.23,,,,,
1060,10/27/2015 10:45,0.65,1060,1.04,,,,,
1056,10/27/2015 12:01,1.32,1056,0.91,,,,,
1038,10/27/2015 12:04,2.3,1038,2.13,,,,,
1037,10/27/2015 12:10,1.07,1037,1.25,,,,,
1057,10/27/2015 12:15,0.88,1057,1.17,,,,,
1055,10/27/2015 12:23,0.77,1055,1.06,,,,,
1021,10/27/2015 12:25,3.01,1021,1.05,,,,,
1023,10/27/2015 12:35,1.2,1023,1.19,,,,,
1054,10/27/2015 12:35,0.48,1054,0.58,,,,,
1022,10/27/2015 12:45,1.02,1022,0.98,,,,,
1053,10/27/2015 12:53,0.49,1053,0.79,,,,,
1040,10/27/2015 12:55,3.54,1040,0.56,,,,,
1041,10/27/2015 13:00,1.96,1041,0.73,,,,,
1052,10/27/2015 13:02,0.42,1052,0.72,,,,,
1024,10/27/2015 13:07,1.75,1024,1.07,,,,,
1047,10/27/2015 13:14,0.82,1047,0.88,,,,,
1025,10/27/2015 13:15,3.04,1025,0.82,,,,,
1026,10/27/2015 13:25,0.61,1026,1,,,,,
1046,10/27/2015 13:36,0.95,1046,1.04,,,,,
1039,10/27/2015 13:45,2.52,1039,0.21,,,,,
1042,10/27/2015 13:45,0.38,1042,1.13,,,,,
1043,10/27/2015 13:55,1.06,1043,1.13,,,,,
1044,10/27/2015 14:02,0.5,1044,0.48,,,,,
1045,10/27/2015 14:10,0.71,1045,0.79,,,,,
1080,10/27/2015 15:25,0.55,1080,0.26,,,,,
1079,10/27/2015 15:50,0.8,1079,0.83,,,,,
1004,10/27/2015 16:25,2.78,1004,1.32,,,,,
1010,10/27/2015 16:25,2.38,1010,1.13,,,,,
1002,10/27/2015 16:30,2.82,1002,0.94,,,,,
1008,10/27/2015 16:32,1.11,1008,1.5,,,,,
1001,10/27/2015 16:35,1.5,1001,1.32,,,,,
1003,10/27/2015 16:40,0.76,1003,1.07,,,,,
1009,10/27/2015 16:40,1.38,1009,1,,,,,
1006,10/27/2015 16:50,0.85,1006,0.98,,,,,
1005,10/27/2015 16:52,2.39,1005,1.03,,,,,
1007,10/27/2015 16:57,0.99,1007,1.67,,,,,
3001,10/29/2015 11:22,1.43,3001,1.83,,,,,
3003,10/31/2015 11:30,1.07,3003,1.48,,,,,
7001,11/12/2015 10:08,204.98,F3-06,0.4,Hugh Hurlow,,,,
32,11/30/2015 11:38,1428.85,PW12,2.31,Hugh Hurlow,,,,
21,11/30/2015 12:29,41.54,PW07MX,3.39,Hugh Hurlow,,,,
19,11/30/2015 12:40,46.88,PW07A,1.6,Hugh Hurlow,,,,
20,11/30/2015 12:44,48.78,PW07B,1.85,Hugh Hurlow,,,,
74,11/30/2015 13:16,46.54,Baker Creek,0.79,Hugh Hurlow,,,,
22,11/30/2015 13:55,102.8,PW08A,1.28,Hugh Hurlow,,,,
23,11/30/2015 13:56,102.47,PW08B,1.81,Hugh Hurlow,,,,
28,11/30/2015 14:30,215.6,PW11B,1.26,Hugh Hurlow,,,,
29,11/30/2015 14:33,215.14,PW11C,1.04,Hugh Hurlow,,,,
30,11/30/2015 14:48,210.51,PW11D,2.06,Hugh Hurlow,,,,
31,11/30/2015 14:51,210.42,PW11E,2.03,Hugh Hurlow,,,,
72,11/30/2015 15:32,8.7,Needle Point BLM,1.9,Hugh Hurlow,,,,
57,11/30/2015 15:34,9.6,SG23B,2.43,Hugh Hurlow,,,,
4,11/30/2015 16:28,30.78,PW02A,1.43,Hugh Hurlow,,,,
5,11/30/2015 16:29,30.38,PW02B,1.41,Hugh Hurlow,,,,
33,11/30/2015 17:12,78.62,AG13A,1.34,Hugh Hurlow,,,,
34,11/30/2015 17:22,82.64,AG13B,1.47,Hugh Hurlow,,,,
35,11/30/2015 17:23,83.46,AG13C,1.95,Hugh Hurlow,,,,
9,12/01/2015 07:48,593,PW04A,2.02,Hugh Hurlow,,,,
10,12/01/2015 07:57,592.7,PW04B,1.71,Hugh Hurlow,,,,
39,12/01/2015 08:44,84.25,AG15,1.56,Hugh Hurlow,,,,
40,12/01/2015 09:09,21.62,AG16A,1.98,Hugh Hurlow,,,,
41,12/01/2015 09:13,20.39,AG16B,1.09,Hugh Hurlow,,,,
42,12/01/2015 09:16,17.18,AG16C,1.69,Hugh Hurlow,,,,
1,12/01/2015 10:04,104.79,PW01A,2.58,Hugh Hurlow,,,,
2,12/01/2015 10:06,105.04,PW01B,2.28,Hugh Hurlow,,,,
3,12/01/2015 10:08,123.32,PW01C,2.18,Hugh Hurlow,,,,
11,12/01/2015 10:47,57.28,PW05A,1.86,Hugh Hurlow,,,,
12,12/01/2015 10:51,42.03,PW05B,1.63,Hugh Hurlow,,,,
13,12/01/2015 10:55,40.53,PW05C,1.39,Hugh Hurlow,,,,
36,12/01/2015 11:28,30.39,AG14A,1.57,Hugh Hurlow,,,,
37,12/01/2015 11:32,28.82,AG14B,0.84,Hugh Hurlow,,,,
38,12/01/2015 11:33,23.32,AG14C,0.46,Hugh Hurlow,,,,
73,12/01/2015 12:07,81.33,Eskdale MX,4.19,Hugh Hurlow,,,,
24,12/01/2015 12:20,179.06,PW09A,1.09,Hugh Hurlow,,,,
25,12/01/2015 12:23,179.5,PW09B,1,Hugh Hurlow,,,,
18,12/01/2015 13:10,83.82,PW06MX,0.39,Hugh Hurlow,,,,
14,12/01/2015 13:21,109.86,PW06A,1.12,Hugh Hurlow,,,,
15,12/01/2015 13:23,109.6,PW06B,1.04,Hugh Hurlow,,,,
17,12/01/2015 13:31,110.28,PW06D,1.71,Hugh Hurlow,,,,
69,12/01/2015 14:29,43.02,Twin Springs MX,0.21,Hugh Hurlow,,,,
58,12/01/2015 14:45,5.26,SG24A,3.02,Hugh Hurlow,,,,
59,12/01/2015 14:46,3.18,SG24B,1.78,Hugh Hurlow,,,,
60,12/01/2015 14:47,1.81,SG24C,1.91,Hugh Hurlow,,,,
26,12/01/2015 15:32,541.4,PW10A,1.89,Hugh Hurlow,,,,
27,12/01/2015 15:38,520.92,PW10B,2.07,Hugh Hurlow,,,,
68,12/01/2015 15:44,8.42,SG27,2.06,Hugh Hurlow,,,,
71,12/01/2015 16:15,71.61,Snake Valley South MX,2.15,Hugh Hurlow,,,,
70,12/01/2015 16:36,22.79,Snake Valley North MX,2.13,Hugh Hurlow,,,,
8,12/01/2015 17:20,184.57,PW03Z,1.74,Hugh Hurlow,,,,
6,12/01/2015 17:42,212.84,PW03A,2.2,Hugh Hurlow,,,,
7,12/01/2015 17:44,206.52,PW03B,1.85,Hugh Hurlow,,,,
