"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
268,"395312113244802","SG21B","Well","Fish Springs","16020306","160203060405","Snake Valley Wells",53,"39.88658000","-113.41339000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4309.80000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432028",NULL,"39.00000000",NULL,NULL,"395312113244802",432028,"1",NULL,"1",21,"0818016M00",NULL,"Snake Valley images/Site 21 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG21B-lithlog.pdf",NULL,"Solinst until 7/15/09, then Global Water","0.00000000",NULL,NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000084D58CB59303AEC09D8AB2083030006D","2.36000000"
269,"395029113234001","SG22A","Well",NULL,"16020306","160203060403","Snake Valley Wells",55,"39.84159500","-113.39442400",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4316.40000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432032",NULL,"27.00000000",NULL,NULL,"395029113234001",432032,"1",NULL,"1",22,"0818015M00(1)",NULL,"Snake Valley images/Site 22 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG22A-lithlog.pdf",NULL,"Solinst until 7/15/09, then Global Water","0.00000000",NULL,NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008196A5C39303BBC598DAB10800000000","2.83000000"
270,"395029113234002","SG22B","Well",NULL,"16020306","160203060403","Snake Valley Wells",56,"39.84146000","-113.39453000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4317.40000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432031",NULL,"75.00000000",NULL,NULL,"395029113234001",432031,"1",NULL,"1",22,"0818015M00(2)",NULL,"Snake Valley images/Site 22 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG22B-lithlog.pdf",NULL,"Solinst until 7/15/09, then Global Water","0.00000000",NULL,NULL,"9049",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008CC399C39303ABC686DAB10800000000","3.26000000"
296,"410514111561101","TP-4","Well",NULL,"16020102","160201020504",NULL,88,"41.08719974","-111.93647710",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4629.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Monitoring",NULL,NULL,"ft",NULL,"Hazards",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.13000000",NULL,NULL,NULL,NULL,"0",NULL,"1",42,NULL,NULL,"BeechwoodDr_TP-4small.jpg",NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009CE8FAF69C039D86CFEABB0832320001","1.94000000"
271,"392413113514701","SG24A","Well",NULL,"16020301","160203011202","Snake Valley Wells",58,"39.40351500","-113.86311000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4819.40000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432096",NULL,"19.00000000",NULL,NULL,"392413113514701",432096,"1",NULL,"1",24,"0818019M00(1)",NULL,"Snake Valley images/Twin Springs Wells photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG24A-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BFF780B69003B9EAD495AE0800000000","3.02000000"
272,"392413113514702","SG24B","Well",NULL,"16020301","160203011202","Snake Valley Wells",59,"39.40350700","-113.86309000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4819.50000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432097",NULL,"48.00000000",NULL,NULL,"392413113514702",432097,"1",NULL,"1",24,"0818019M00(2)",NULL,"Snake Valley images/Twin Springs Wells photo.jpg","Logger removed for sampling 7/28/09-7/30/09","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG24B-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A4A783B6900397D6D395AE0839303033","1.78000000"
273,"393331113533001","SG25A","Well",NULL,"16020301","160203011502","Snake Valley Wells",61,"39.55860500","-113.89177000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4789.00000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432142",NULL,"25.00000000",NULL,NULL,"393331113533001",432242,"1",NULL,"1",25,"0818025M00",NULL,"Snake Valley images/Site 25 photo.jpg","Logger removed for sampling 6/16/10-6/18/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG25A-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008DB8DFA3900384E4CCBAAF08900397D6","2.10000000"
274,"393331113533002","SG25B","Well",NULL,"16020301","160203011502","Snake Valley Wells",62,"39.55871000","-113.89167000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4789.00000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432140",NULL,"65.00000000",NULL,NULL,"393331113533002",432140,"1",NULL,"1",25,"0818023M00(1)",NULL,"Snake Valley images/Site 25 photo.jpg","Logger removed for sampling 6/16/10-6/18/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG25B-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009BA6EAA390039DD6DABAAF08900397D6","2.22000000"
275,"393331113534401","SG25D","Well",NULL,"16020301","160203011502","Snake Valley Wells",64,"39.55860000","-113.89567000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4795.10000000","ft","Digital Elevation Model","NAVD88","UT","023","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432242",NULL,"60.00000000",NULL,NULL,"393331113534401",432142,"1",NULL,"1",25,"0818023M00(3)",NULL,"Snake Valley images/Site 25D photo.jpg","Logger removed for sampling 6/16/10-6/18/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG25D-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B0BDC6A090039AA2D9BAAF0800020000","2.32000000"
276,"392906113550301","SG26A","Well",NULL,"16020301","160203011304","Snake Valley Wells",65,"39.48502700","-113.91753000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4794.80000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432243",NULL,"12.00000000",NULL,NULL,"392906113550301",432243,"1",NULL,"1",26,"0818021M00(3)",NULL,"Snake Valley images/Site 26 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG26A-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008DB08E8C9003B8D0B1EDAE08226C7862","2.22000000"
277,"392906113550302","SG26B","Well",NULL,"16020301","160203011304","Snake Valley Wells",66,"39.48504600","-113.91752000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4794.40000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432244",NULL,"45.00000000",NULL,NULL,"392906113550302",432244,"1",NULL,"1",26,"0818021M00(2)",NULL,"Snake Valley images/Site 26 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG26B-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009BA18F8C90038797B4EDAE08226C7862","2.74000000"
278,"392906113550303","SG26C","Well",NULL,"16020301","160203011304","Snake Valley Wells",67,"39.48512300","-113.91749600",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4794.70000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432245",NULL,"116.00000000",NULL,NULL,"392906113550303",432245,"1",NULL,"1",26,"0818021M00(1)",NULL,"Snake Valley images/Site 26 photo.jpg",NULL,"http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG26C-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009580928C9003ADC4BEEDAE08226C7862","3.56000000"
279,"392756113563401","SG27","Well",NULL,"16020301","160203011304","Snake Valley Wells",68,"39.46543500","-113.94269000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4823.50000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=432277",NULL,"18.00000000",NULL,NULL,"392756113563401",432277,"1",NULL,"1",27,"0818024M00",NULL,"Snake Valley images/Site 27 photo.jpg","Logger removed for sampling 6/16/10-6/18/10","http://geology.utah.gov/esp/snake_valley_project/logs/lithologic/UGS-SG27-lithlog.pdf",NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008EC4E5F68F038FDFA8D9AE0839303033","2.06000000"
280,"390243114012201","Shell-Baker","Well","Baker Creek by Windmill","16020301","160203010807","Snake Valley Wells",74,"39.04522500","-114.02360000",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5079.00000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?WIN=32258",NULL,"100.00000000",NULL,NULL,"390243114012201",32258,"1",NULL,"1",32,"18-168",NULL,"Snake Valley images/Shell Baker photo.jpg","Batteries dead from 10/26/07 to 11/13/07; batteries dead from 11/28/08 to 2/10/09",NULL,NULL,"Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009C83C4A58F03AD80D59EAB08A08026C2","0.79000000"
281,"395259113430701","Callao C119","Well","Callao Agricultural Well","16020306","160203060201","Snake Valley Wells",136,"39.88308700","-113.71870400",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4393.00000000","ft","Digital Elevation Model","NAVD88","UT","023","Observation",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,"http://www.waterrights.utah.gov/wellinfo/welldrilling/wlbrowse.asp?win=21174",NULL,"126.00000000",NULL,NULL,NULL,21174,"1",NULL,"1",51,"18-143",NULL,"Snake Valley Images/Callao Ag well.jpg",NULL,NULL,NULL,"Solinst until 7/15/09, then Global Water","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A8D4FEBB91039091D88DB20800000000","0.69000000"
284,"390141113532901","PW07MX","Well",NULL,"16020301","160203010704","Snake Valley Wells",21,"39.02887600","-113.89219500",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","5023.00000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,NULL,NULL,"100.00000000",NULL,NULL,"390141113532901",435356,"1",NULL,"1",7,NULL,NULL,"Snake Valley images/Site 07 photo.jpg","Logger removed for sampling from 7/28/09-7/31/09; batteries dead from 8/16/09-9/15/09; batteries dead from 8/20/10-9/13/10",NULL,NULL,"Global Water","0.00000000",NULL,NULL,"9003",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000BF80BA91900387E5E989AB08240681D5","3.39000000"
285,"392317113504201","Twin Springs MX","Well",NULL,"16020301","160203011202","Snake Valley Wells",69,"39.38800000","-113.84582200",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4890.70000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,NULL,NULL,"101.00000000",NULL,NULL,"392317113504201",435314,"1",NULL,"1",28,NULL,NULL,"Snake Valley images/Twin Springs MX photo.jpg","Logger removed for sampling 6/3/08; 9/8/08; 7/28/09-8/01/09",NULL,NULL,"Global Water until 6/8/10, then Solinst","0.00000000",NULL,NULL,"9025",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B884D8C3900392FAE484AE08240681D5","0.21000000"
286,"391949113332001","Central Tule MX","Well",NULL,"16020303","160203030301","Snake Valley Wells",75,"39.33076000","-113.55491700",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4482.40000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring",NULL,NULL,"ft",NULL,"Snake Valley",NULL,NULL,NULL,"Snake Valley",NULL,NULL,NULL,NULL,NULL,"310.00000000",NULL,NULL,"391949113332001",NULL,"1",NULL,"1",33,NULL,NULL,"Snake Valley images/Central Tule MX photo.jpg","Gaps in data are a result of unsecured logger being disturbed",NULL,NULL,"Solinst","0.30000001",NULL,NULL,"9027",NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000098BDF8B0920396C985C1AD08D022DBC1","3.11000000"
383,"394713112214401","Hansen Spring","Spring",NULL,"16030005","160300050705","WRI - Tintic Valley",NULL,"39.78697161","-112.36221727",10,"ft","GPS-Unspecified","NAD83","5663.63000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"WRI - Tintic Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B094DA8C9A0390B3D68EB10810000000",NULL
287,"405014111541501","P-3","Well",NULL,"16020204","160202040405",NULL,77,"40.83727300","-111.90405900",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4561.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Monitoring",NULL,NULL,"ft",NULL,"Springhill Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19.80000000",NULL,NULL,NULL,NULL,"0",NULL,"1",35,NULL,NULL,"Sprnghill_P-3small.jpg","Water level probe used prior to 5/12/2014, switched to hourly monitoring with transducer. The abrupt change in groundwater levels reported on March 9, 2016 is due to a change in our method of barometric pressure calculation.  We changed from using data from the Salt Lake City International Airport weather station to a more precise, on-site data collection method.",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A697988E9D03988DE0E1B90839313033","-0.27000000"
288,"405015111541401","P-4","Well",NULL,"16020204","160202040405",NULL,78,"40.83757800","-111.90391300",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4558.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Monitoring",NULL,NULL,"ft",NULL,"Springhill Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.90000000",NULL,NULL,NULL,NULL,"0",NULL,"1",35,NULL,NULL,"Springhill_P-4small.jpg","Water level probe used prior to 5/12/2014, switched to hourly monitoring with transducer. The abrupt change in groundwater levels reported on March 9, 2016 is due to a change in our method of barometric pressure calculation.  We changed from using data from the Salt Lake City International Airport weather station to a more precise, on-site data collection method.",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000B1C3A78E9D03BBA389E2B90839313033","-0.30000000"
289,"405017111541701","P-5","Well",NULL,"16020204","160202040405",NULL,79,"40.83795900","-111.90462600",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4507.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Monitoring",NULL,NULL,"ft",NULL,"Springhill Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.20000000",NULL,NULL,NULL,NULL,"0",NULL,"1",35,NULL,NULL,"Springhill_P-5small.jpg","Well destroyed fall 2013",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008685DF8D9D03B7D4BDE2B9086C74204C","-0.86000000"
290,"410531111555901","B-1","Well",NULL,"16020102","160201020504",NULL,81,"41.09202500","-111.93309400",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4724.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Piezometer",NULL,NULL,"ft",NULL,"Sunset Drive Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"33.60000000",NULL,NULL,NULL,NULL,"0",NULL,"1",41,NULL,NULL,"SunsetDr_B-1small.jpg",NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A090DDF99C03B59BD9EFBB0800000000","2.47000000"
291,"410534111560101","B-3","Well",NULL,"16020102","160201020504",NULL,83,"41.09276500","-111.93352900",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4660.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Piezometer",NULL,NULL,"ft",NULL,"Sunset Drive Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19.50000000",NULL,NULL,NULL,NULL,"0",NULL,"1",41,NULL,NULL,"SunsetDr_B-3small.jpg",NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000084EBB0F99C03BBFDBDF0BB0800000000","2.21000000"
292,"410532111555701","B-4","Well",NULL,"16020102","160201020504",NULL,84,"41.09218300","-111.93260300",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4726.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Piezometer",NULL,NULL,"ft",NULL,"Sunset Drive Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19.16000000",NULL,NULL,NULL,NULL,"0",NULL,"1",41,NULL,NULL,"SunsetDr_B-4small.jpg","Well destroyed after 4/10/2013",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009DB58FFA9C03B98BEEEFBB0832303639","1.15000000"
293,"410531111555801","B-105","Well",NULL,"16020102","160201020504",NULL,85,"41.09191000","-111.93290500",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4727.00000000","ft","Digital Elevation Model","NAVD88","UT","011","Piezometer",NULL,NULL,"ft",NULL,"Sunset Drive Landslide",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"24.40000000",NULL,NULL,NULL,NULL,"0",NULL,"1",41,NULL,NULL,"SunsetDr_B-105small.jpg","Well destroyed after 8/22/2011",NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000081DEEFF99C0396B7C9EFBB0832303639","-0.16000000"
